DEPTH,GR
1205.8501,75.9164
1206,76.8406
1206.15,75.2371
1206.3,72.8805
1206.4501,75.764
1206.6001,78.7034
1206.75,77.8601
1206.9,80.2087
1207.05,80.535
1207.2001,80.271
1207.3501,78.2496
1207.5,79.4479
1207.65,80.445
1207.8,84.2987
1207.9501,80.8822
1208.1001,75.8614
1208.25,76.264
1208.4,74.9633
1208.55,76.6432
1208.7001,78.2765
1208.8501,81.3121
1209,84.8929
1209.15,88.1275
1209.3,84.0547
1209.4501,84.3896
1209.6001,83.91
1209.75,87.1063
1209.9,90.2246
1210.05,85.888
1210.2001,81.2909
1210.3501,79.3879
1210.5,77.7639
1210.65,78.8771
1210.8,81.7783
1210.9501,82.917
1211.1001,78.6945
1211.25,79.3886
1211.4,84.5339
1211.55,89.7736
1211.7001,93.6347
1211.8501,91.9827
1212,92.1205
1212.15,90.9287
1212.3,90.4378
1212.4501,93.6488
1212.6001,95.9411
1212.75,99.7017
1212.9,99.7252
1213.05,94.1825
1213.2001,90.5036
1213.3501,91.2771
1213.5,94.3631
1213.65,96.6432
1213.8,96.2614
1213.9501,98.0781
1214.1001,101.4132
1214.25,99.655
1214.4,94.5693
1214.55,88.4997
1214.7001,85.3607
1214.8501,88.0235
1215,88.4309
1215.15,86.5527
1215.3,89.3114
1215.4501,96.5081
1215.6001,100.4121
1215.75,95.0464
1215.9,90.4136
1216.05,92.185
1216.2001,89.9816
1216.3501,81.142
1216.5,75.6485
1216.65,69.6516
1216.8,64.7224
1216.9501,66.6995
1217.1001,69.7873
1217.25,68.6873
1217.4,66.5686
1217.55,67.8523
1217.7001,66.6162
1217.8501,68.392
1218,69.1008
1218.15,68.2332
1218.3,69.3239
1218.4501,68.0214
1218.6001,68.8293
1218.75,70.6809
1218.9,69.7428
1219.05,67.11
1219.2001,70.8507
1219.3501,69.7897
1219.5,65.3975
1219.65,59.5437
1219.8,60.7648
1219.9501,62.2509
1220.1001,66.4766
1220.25,69.4776
1220.4,69.046
1220.55,67.3022
1220.7001,71.9619
1220.8501,76.7022
1221,79.127
1221.15,78.9036
1221.3,74.5527
1221.4501,73.9597
1221.6001,76.3771
1221.75,77.8691
1221.9,75.334
1222.05,73.3815
1222.2001,70.1777
1222.3501,66.3557
1222.5,66.2549
1222.65,65.5336
1222.8,63.5731
1222.9501,59.3301
1223.1001,56.8787
1223.25,58.2334
1223.4,57.9563
1223.55,60.4681
1223.7001,63.4512
1223.8501,64.9185
1224,67.5312
1224.15,66.8348
1224.3,65.6703
1224.4501,68.1818
1224.6001,70.2913
1224.75,69.4749
1224.9,70.3009
1225.05,76.0011
1225.2001,79.998
1225.3501,79.367
1225.5,80.4536
1225.65,79.1744
1225.8,75.1829
1225.9501,75.3077
1226.1001,71.7266
1226.25,71.3463
1226.4,73.8782
1226.55,80.0748
1226.7001,81.476
1226.8501,82.1245
1227,83.8913
1227.15,90.5045
1227.3,96.6251
1227.4501,98.2425
1227.6001,97.6539
1227.75,103.2857
1227.9,106.4933
1228.05,108.613
1228.2001,106.3048
1228.3501,108.3301
1228.5,111.19
1228.65,116.76
1228.8,115.2697
1228.9501,111.8374
1229.1001,108.2441
1229.25,111.8329
1229.4,111.6675
1229.55,112.7819
1229.7001,118.3644
1229.8501,124.403
1230,131.0202
1230.15,133.4543
1230.3,129.0714
1230.4501,126.694
1230.6001,126.968
1230.75,128.507
1230.9,127.5497
1231.05,123.6399
1231.2001,125.3079
1231.3501,128.1436
1231.5,126.629
1231.65,120.858
1231.8,119.9562
1231.9501,118.7806
1232.1001,118.105
1232.25,119.9862
1232.4,122.7131
1232.55,124.5436
1232.7001,127.4079
1232.8501,130.005
1233,129.2565
1233.15,124.942
1233.3,122.6655
1233.4501,125.1406
1233.6001,127.9066
1233.75,129.2825
1233.9,127.4701
1234.05,122.1926
1234.2001,117.0504
1234.3501,113.3558
1234.5,114.1792
1234.65,118.8614
1234.8,121.795
1234.9501,122.8959
1235.1001,126.1397
1235.25,127.1725
1235.4,125.7534
1235.55,124.2212
1235.7001,123.4286
1235.8501,123.3423
1236,119.0316
1236.15,118.4201
1236.3,118.8567
1236.4501,119.1037
1236.6001,121.7869
1236.75,124.5835
1236.9,124.6842
1237.05,121.038
1237.2001,121.7808
1237.3501,125.3689
1237.5,129.6923
1237.65,125.7209
1237.8,122.2675
1237.9501,117.3239
1238.1001,116.49
1238.25,106.2847
1238.4,101.6054
1238.55,95.3832
1238.7001,96.8043
1238.8501,96.4466
1239,93.8699
1239.15,90.1168
1239.3,92.9927
1239.4501,96.0115
1239.6001,99.8689
1239.75,101.0692
1239.9,99.1395
1240.05,98.9979
1240.2001,95.436
1240.3501,97.2643
1240.5,101.8528
1240.65,107.5674
1240.8,105.9568
1240.9501,103.0256
1241.1001,102.0075
1241.25,101.6232
1241.4,101.6503
1241.55,98.0159
1241.7001,94.287
1241.8501,95.7019
1242,100.5227
1242.15,102.1331
1242.3,98.0589
1242.4501,95.3248
1242.6001,96.4556
1242.75,100.2002
1242.9,105.1583
1243.05,106.3567
1243.2001,103.6709
1243.3501,102.4288
1243.5,103.882
1243.65,105.8336
1243.8,109.3379
1243.9501,113.7187
1244.1001,114.3344
1244.25,110.4288
1244.4,105.9004
1244.55,108.6536
1244.7001,113.4118
1244.8501,115.4925
1245,113.3826
1245.15,108.8086
1245.3,104.6611
1245.4501,102.7729
1245.6001,105.1004
1245.75,107.7367
1245.9,109.9815
1246.05,115.6866
1246.2001,118.6739
1246.3501,119.5658
1246.5,120.3005
1246.65,118.4728
1246.8,116.6898
1246.9501,113.2329
1247.1001,105.7923
1247.25,109.0902
1247.4,109.8979
1247.55,115.45
1247.7001,114.86
1247.8501,117.2818
1248,115.0082
1248.15,105.2304
1248.3,100.3029
1248.4501,98.5544
1248.6001,91.2962
1248.75,83.4623
1248.9,75.9842
1249.05,74.0311
1249.2001,76.6857
1249.3501,78.6143
1249.5,79.501
1249.65,76.3747
1249.8,77.6102
1249.9501,74.7266
1250.1001,71.7393
